word,book1_count,book2_count,book1_per_10k,book2_per_10k,g2_score,distinctive_to
visions,5,0,6.72314105149926,0.0,11.94977241417358,Book 1
aspirations,5,0,6.72314105149926,0.0,11.94977241417358,Book 1
noble,5,0,6.72314105149926,0.0,11.94977241417358,Book 1
outer,5,0,6.72314105149926,0.0,11.94977241417358,Book 1
achievements,5,0,6.72314105149926,0.0,11.94977241417358,Book 1
weakness,12,5,16.135538523598225,2.9186854240849924,11.687889769260261,Book 1
selfless,0,16,0.0,9.339793357071974,11.537763052486392,Book 2
ever,2,30,2.689256420599704,17.512112544509954,11.450548531868023,Book 2
health,7,1,9.412397472098965,0.5837370848169984,11.422468990520425,Book 1
wretchedness,7,1,9.412397472098965,0.5837370848169984,11.422468990520425,Book 1
enter,2,29,2.689256420599704,16.928375459692955,10.860644681677229,Book 2
strife,0,15,0.0,8.756056272254977,10.816652861705993,Book 2
dark,0,15,0.0,8.756056272254977,10.816652861705993,Book 2
being,19,14,25.54793599569719,8.172319187437978,10.517465225549484,Book 1
real,0,14,0.0,8.172319187437978,10.095542670925592,Book 2
cling,0,14,0.0,8.172319187437978,10.095542670925592,Book 2
silent,0,14,0.0,8.172319187437978,10.095542670925592,Book 2
into,46,57,61.8528976737932,33.273013834568914,9.429868519710208,Book 1
opinions,0,13,0.0,7.588582102620979,9.374432480145199,Book 2
condemnation,0,13,0.0,7.588582102620979,9.374432480145199,Book 2
achievement,6,1,8.067769261799112,0.5837370848169984,9.319208631750975,Book 1
disease,6,1,8.067769261799112,0.5837370848169984,9.319208631750975,Book 1
just,6,1,8.067769261799112,0.5837370848169984,9.319208631750975,Book 1
doubt,6,1,8.067769261799112,0.5837370848169984,9.319208631750975,Book 1
mental,6,1,8.067769261799112,0.5837370848169984,9.319208631750975,Book 1
wisdom,3,30,4.033884630899556,17.512112544509954,8.697186746866418,Book 2
personality,0,12,0.0,7.004845017803981,8.653322289364795,Book 2
consciousness,0,12,0.0,7.004845017803981,8.653322289364795,Book 2
perishable,0,12,0.0,7.004845017803981,8.653322289364795,Book 2
fear,7,2,9.412397472098965,1.1674741696339968,8.637190178366033,Book 1
impure,8,3,10.757025682398815,1.7512112544509952,8.39200883234081,Book 1
another,9,4,12.101653892698668,2.3349483392679935,8.345745095645164,Book 1
realized,2,24,2.689256420599704,14.009690035607962,7.984706146223132,Book 2
rest,0,11,0.0,6.421107932986983,7.932212098584395,Book 2
desert,0,11,0.0,6.421107932986983,7.932212098584395,Book 2
upon,18,82,24.203307785397335,47.86644095499387,7.871518972998807,Book 2
deep,1,18,1.344628210299852,10.507267526705972,7.534639992819102,Book 2
yourself,2,23,2.689256420599704,13.425952950790965,7.426974765189245,Book 2
beautiful,11,7,14.790910313298372,4.086159593718989,7.280325450721286,Book 1
laws,5,1,6.72314105149926,0.5837370848169984,7.264148098558325,Book 1
prosperity,5,1,6.72314105149926,0.5837370848169984,7.264148098558325,Book 1
